"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"01.12.2016","3.030,98","3.044,57","3.050,65","3.021,22","48,17M","-0,68%"
"30.11.2016","3.051,61","3.035,87","3.064,28","3.033,43","57,43M","0,43%"
"29.11.2016","3.038,42","3.013,49","3.038,99","3.004,86","41,53M","0,72%"
"28.11.2016","3.016,80","3.041,31","3.041,31","3.009,01","41,73M","-1,04%"
"25.11.2016","3.048,38","3.044,28","3.048,85","3.030,57","28,01M","0,26%"
"24.11.2016","3.040,60","3.037,80","3.048,16","3.028,18","25,95M","0,28%"
"23.11.2016","3.032,14","3.046,06","3.050,43","3.015,48","45,50M","-0,40%"
"22.11.2016","3.044,33","3.047,19","3.061,23","3.043,31","42,66M","0,37%"
"21.11.2016","3.032,97","3.027,07","3.042,27","3.003,82","37,40M","0,40%"
"18.11.2016","3.020,83","3.046,04","3.056,06","3.014,70","57,51M","-0,69%"
"17.11.2016","3.041,79","3.019,39","3.041,79","3.013,45","53,65M","0,51%"
"16.11.2016","3.026,36","3.054,74","3.061,15","3.009,78","48,92M","-0,77%"
"15.11.2016","3.049,72","3.038,31","3.053,84","3.029,95","49,66M","0,33%"
"14.11.2016","3.039,80","3.038,62","3.070,79","3.028,81","58,02M","0,32%"
"11.11.2016","3.030,02","3.048,61","3.068,03","3.014,77","62,42M","-0,54%"
"10.11.2016","3.046,59","3.070,63","3.105,16","3.029,61","98,69M","-0,32%"
"09.11.2016","3.056,29","2.995,50","3.056,29","2.937,98","97,68M","1,09%"
"08.11.2016","3.023,43","3.007,96","3.026,82","3.002,16","35,07M","0,47%"
"07.11.2016","3.009,28","2.962,22","3.011,29","2.962,22","39,70M","1,85%"
"04.11.2016","2.954,53","2.969,19","2.969,19","2.939,62","40,37M","-0,64%"
"03.11.2016","2.973,49","2.978,41","3.000,98","2.972,89","40,17M","-0,22%"
"02.11.2016","2.980,17","3.005,32","3.005,32","2.980,12","43,56M","-1,42%"
"01.11.2016","3.023,15","3.063,20","3.075,45","3.017,80","35,57M","-1,05%"
"31.10.2016","3.055,25","3.074,57","3.074,57","3.050,04","38,08M","-0,78%"
"28.10.2016","3.079,24","3.066,78","3.082,05","3.050,24","41,39M","-0,19%"
"27.10.2016","3.085,17","3.078,21","3.096,79","3.062,54","51,38M","0,14%"
"26.10.2016","3.080,98","3.086,07","3.086,07","3.059,99","38,79M","-0,21%"
"25.10.2016","3.087,41","3.096,68","3.107,45","3.080,50","40,21M","-0,21%"
"24.10.2016","3.093,86","3.085,36","3.109,61","3.085,36","42,84M","0,53%"
"21.10.2016","3.077,65","3.079,90","3.086,15","3.064,57","36,48M","0,03%"
"20.10.2016","3.076,63","3.059,84","3.086,46","3.045,91","44,92M","0,68%"
"19.10.2016","3.055,94","3.047,09","3.062,99","3.037,83","35,73M","0,29%"
"18.10.2016","3.046,99","3.014,59","3.051,51","3.014,59","41,45M","1,27%"
"17.10.2016","3.008,72","3.021,19","3.026,46","3.002,65","33,46M","-0,54%"
"14.10.2016","3.025,19","2.978,42","3.038,07","2.978,42","44,14M","1,69%"
"13.10.2016","2.975,04","2.997,13","2.997,13","2.954,45","42,98M","-1,10%"
"12.10.2016","3.008,03","3.018,37","3.028,10","3.005,42","39,76M","-0,42%"
"11.10.2016","3.020,69","3.031,06","3.051,12","3.018,26","39,84M","-0,50%"
"10.10.2016","3.035,76","3.003,26","3.037,22","2.984,60","38,69M","1,17%"
"07.10.2016","3.000,57","3.022,00","3.027,06","2.994,78","50,07M","-0,70%"
"06.10.2016","3.021,58","3.033,10","3.043,67","3.015,87","47,89M","-0,16%"
"05.10.2016","3.026,28","3.020,29","3.031,33","2.991,15","47,15M","-0,11%"
"04.10.2016","3.029,50","2.999,80","3.040,32","2.995,29","39,48M","1,03%"
"03.10.2016","2.998,50","2.999,19","3.008,38","2.990,26","25,42M","-0,12%"
"30.09.2016","3.002,24","2.977,19","3.010,85","2.922,82","69,47M","0,36%"
"29.09.2016","2.991,58","3.000,03","3.032,59","2.983,20","35,46M","0,02%"
"28.09.2016","2.991,11","2.977,75","3.010,96","2.977,75","34,12M","0,68%"
"27.09.2016","2.970,84","2.983,39","2.997,02","2.947,13","42,35M","-0,17%"
"26.09.2016","2.975,88","3.020,00","3.020,00","2.973,20","43,94M","-1,86%"
"23.09.2016","3.032,31","3.048,89","3.048,89","3.026,72","38,89M","-0,64%"
"22.09.2016","3.051,69","2.999,19","3.063,12","2.999,19","45,97M","2,33%"
"21.09.2016","2.982,18","2.986,84","3.009,99","2.980,81","34,85M","0,58%"
"20.09.2016","2.964,86","2.966,96","2.985,84","2.959,13","32,52M","-0,12%"
"19.09.2016","2.968,31","2.946,86","2.971,78","2.946,86","34,27M","1,13%"
"16.09.2016","2.935,25","2.968,63","2.974,56","2.929,44","132,10M","-1,30%"
"15.09.2016","2.973,77","2.961,31","2.978,14","2.947,17","55,97M","0,30%"
"14.09.2016","2.964,90","2.982,67","2.989,54","2.962,20","57,28M","-0,33%"
"13.09.2016","2.974,80","3.018,39","3.032,29","2.974,80","50,86M","-1,26%"
"12.09.2016","3.012,88","3.041,73","3.041,73","2.983,45","64,29M","-1,32%"
"09.09.2016","3.053,20","3.076,33","3.086,36","3.044,59","53,87M","-0,98%"
"08.09.2016","3.083,54","3.089,68","3.101,75","3.043,13","59,47M","-0,26%"
"07.09.2016","3.091,66","3.074,12","3.096,11","3.064,76","56,89M","0,70%"
"06.09.2016","3.070,16","3.083,70","3.094,15","3.067,51","44,71M","-0,24%"
"05.09.2016","3.077,66","3.084,82","3.094,88","3.076,70","37,70M","-0,07%"
"02.09.2016","3.079,74","3.025,83","3.083,09","3.018,40","55,52M","2,06%"
"01.09.2016","3.017,49","3.027,86","3.054,36","3.005,32","70,20M","-0,19%"
"31.08.2016","3.023,13","3.027,03","3.049,40","3.022,39","63,89M","-0,25%"
"30.08.2016","3.030,75","3.005,34","3.041,07","3.005,34","40,06M","1,08%"
"29.08.2016","2.998,50","3.004,57","3.008,44","2.974,73","25,12M","-0,39%"
"26.08.2016","3.010,36","2.984,93","3.016,90","2.974,53","36,37M","0,76%"
"25.08.2016","2.987,69","2.999,58","2.999,58","2.971,54","38,10M","-0,69%"
"24.08.2016","3.008,59","2.981,31","3.018,09","2.969,65","57,76M","0,50%"
"23.08.2016","2.993,73","2.969,78","3.002,02","2.969,78","45,19M","1,13%"
"22.08.2016","2.960,37","2.967,45","2.998,38","2.949,60","39,32M","-0,26%"
"19.08.2016","2.968,20","2.995,34","2.995,38","2.950,48","53,76M","-0,90%"
"18.08.2016","2.995,30","2.988,40","3.002,78","2.978,28","34,90M","0,50%"
"17.08.2016","2.980,54","3.022,86","3.026,81","2.979,11","38,82M","-1,18%"
"16.08.2016","3.016,19","3.037,70","3.040,62","3.013,13","41,72M","-1,00%"
"15.08.2016","3.046,65","3.046,14","3.063,40","3.043,72","27,82M","0,06%"
"12.08.2016","3.044,94","3.046,47","3.050,21","3.037,24","31,83M","-0,13%"
"11.08.2016","3.049,03","3.022,27","3.049,03","3.015,31","37,32M","1,01%"
"10.08.2016","3.018,46","3.024,59","3.030,76","3.014,81","41,96M","-0,35%"
"09.08.2016","3.029,18","2.982,34","3.029,84","2.979,90","38,40M","1,55%"
"08.08.2016","2.982,92","2.977,75","2.998,88","2.976,45","40,44M","0,31%"
"05.08.2016","2.973,71","2.937,01","2.977,58","2.932,85","56,82M","1,41%"
"04.08.2016","2.932,34","2.919,26","2.946,01","2.918,53","60,63M","0,73%"
"03.08.2016","2.911,06","2.912,53","2.920,22","2.892,52","75,62M","0,14%"
"02.08.2016","2.906,98","2.964,65","2.964,65","2.902,67","81,77M","-2,03%"
"01.08.2016","2.967,31","3.001,36","3.018,54","2.959,49","72,15M","-0,78%"
"29.07.2016","2.990,76","2.977,20","2.990,76","2.968,69","71,25M","0,83%"
"28.07.2016","2.966,10","2.998,98","3.007,34","2.966,10","62,47M","-1,11%"
"27.07.2016","2.999,48","2.991,19","3.016,82","2.991,19","57,57M","0,69%"
"26.07.2016","2.978,90","2.973,80","2.986,89","2.951,11","47,69M","0,19%"
"25.07.2016","2.973,22","2.971,74","2.998,17","2.961,96","44,77M","0,03%"
"22.07.2016","2.972,23","2.964,44","2.982,26","2.946,27","48,09M","0,13%"
"21.07.2016","2.968,49","2.972,15","2.978,41","2.942,69","64,46M","0,05%"
"20.07.2016","2.966,95","2.941,50","2.971,46","2.934,84","55,36M","1,22%"
"19.07.2016","2.931,10","2.946,64","2.948,50","2.909,12","60,28M","-0,61%"
"18.07.2016","2.949,17","2.959,74","2.982,42","2.930,38","53,36M","-0,32%"
"15.07.2016","2.958,65","2.955,77","2.969,09","2.935,41","63,49M","-0,15%"
"14.07.2016","2.963,07","2.936,05","2.977,61","2.936,05","70,45M","1,26%"
"13.07.2016","2.926,14","2.933,07","2.944,87","2.917,92","70,59M","-0,25%"
"12.07.2016","2.933,44","2.887,09","2.940,01","2.883,32","93,53M","1,67%"
"11.07.2016","2.885,32","2.853,12","2.888,50","2.843,11","65,32M","1,67%"
"08.07.2016","2.838,01","2.774,35","2.851,56","2.768,62","81,32M","2,08%"
"07.07.2016","2.780,10","2.768,14","2.807,65","2.768,14","62,35M","0,68%"
"06.07.2016","2.761,37","2.798,29","2.807,65","2.742,66","86,51M","-1,83%"
"05.07.2016","2.812,88","2.857,98","2.857,98","2.803,93","78,56M","-1,72%"
"04.07.2016","2.862,21","2.884,97","2.892,52","2.859,30","54,78M","-0,72%"
"01.07.2016","2.883,06","2.874,15","2.895,20","2.851,23","75,47M","0,64%"
"30.06.2016","2.864,74","2.825,56","2.871,10","2.802,42","103,95M","1,15%"
"29.06.2016","2.832,18","2.760,37","2.836,32","2.760,37","97,97M","2,66%"
"28.06.2016","2.758,67","2.723,53","2.790,15","2.723,53","123,32M","2,27%"
"27.06.2016","2.697,44","2.768,12","2.793,15","2.678,27","176,06M","-2,83%"
"24.06.2016","2.776,09","3.030,93","3.030,93","2.736,43","243,14M","-8,62%"
"23.06.2016","3.037,86","2.984,70","3.057,71","2.984,07","70,21M","2,00%"
"22.06.2016","2.978,31","2.979,89","3.002,88","2.967,23","48,04M","0,37%"
"21.06.2016","2.967,34","2.941,12","2.977,52","2.933,33","52,54M","0,83%"
"20.06.2016","2.942,88","2.858,94","2.952,85","2.858,94","65,45M","3,29%"
"17.06.2016","2.849,17","2.832,59","2.872,04","2.832,59","101,54M","1,06%"
"16.06.2016","2.819,30","2.820,10","2.826,97","2.784,90","77,26M","-0,39%"
"15.06.2016","2.830,30","2.803,22","2.850,43","2.803,22","66,14M","1,18%"
"14.06.2016","2.797,18","2.838,26","2.838,75","2.795,66","74,95M","-1,97%"
"13.06.2016","2.853,52","2.904,68","2.904,68","2.853,52","66,02M","-1,98%"
"10.06.2016","2.911,11","2.983,28","2.983,28","2.908,61","68,66M","-2,61%"
"09.06.2016","2.989,03","3.015,48","3.015,48","2.980,58","52,11M","-1,02%"
"08.06.2016","3.019,76","3.038,01","3.038,01","3.008,51","43,66M","-0,69%"
"07.06.2016","3.040,69","3.016,00","3.052,45","3.016,00","46,33M","1,29%"
"06.06.2016","3.001,90","2.991,69","3.012,04","2.991,49","35,97M","0,15%"
"03.06.2016","2.997,55","3.036,29","3.054,42","2.980,54","51,48M","-1,20%"
"02.06.2016","3.033,86","3.034,83","3.052,33","3.023,62","48,16M","-0,16%"
"01.06.2016","3.038,77","3.061,44","3.064,06","3.026,95","50,91M","-0,81%"
"31.05.2016","3.063,48","3.090,55","3.097,96","3.056,87","57,61M","-0,86%"
"30.05.2016","3.090,01","3.077,55","3.091,58","3.072,10","22,97M","0,37%"
"27.05.2016","3.078,48","3.066,45","3.079,85","3.060,31","39,58M","0,24%"
"26.05.2016","3.071,21","3.053,73","3.074,24","3.051,12","53,57M","0,31%"
"25.05.2016","3.061,60","3.018,81","3.069,56","3.018,81","70,08M","1,71%"
"24.05.2016","3.010,12","2.929,28","3.017,25","2.918,23","59,98M","2,63%"
"23.05.2016","2.932,93","2.962,52","2.965,43","2.922,12","52,33M","-0,99%"
"20.05.2016","2.962,16","2.930,43","2.963,11","2.930,43","63,68M","1,47%"
"19.05.2016","2.919,22","2.948,72","2.949,60","2.917,61","60,34M","-1,26%"
"18.05.2016","2.956,43","2.931,16","2.957,01","2.916,77","46,09M","0,62%"
"17.05.2016","2.938,09","2.956,29","2.991,32","2.922,76","67,08M","-0,45%"
"16.05.2016","2.951,39","2.947,97","2.954,66","2.929,15","33,61M","-0,18%"
"13.05.2016","2.956,63","2.923,64","2.967,87","2.904,09","53,30M","0,72%"
"12.05.2016","2.935,46","2.951,28","2.988,62","2.925,84","60,01M","-0,72%"
"11.05.2016","2.956,71","2.975,47","2.979,58","2.940,24","64,11M","-0,75%"
"10.05.2016","2.978,97","2.964,32","3.003,40","2.963,99","61,69M","0,78%"
"09.05.2016","2.955,83","2.947,01","2.985,69","2.938,31","48,02M","0,65%"
"06.05.2016","2.936,84","2.938,62","2.950,20","2.893,63","61,69M","-0,12%"
"05.05.2016","2.940,35","2.944,11","2.959,86","2.928,19","47,66M","0,05%"
"04.05.2016","2.938,75","2.967,43","2.982,35","2.934,33","59,24M","-1,19%"
"03.05.2016","2.974,20","3.029,10","3.029,10","2.972,06","57,04M","-1,93%"
"02.05.2016","3.032,60","3.037,62","3.045,63","3.019,96","44,62M","0,14%"
"29.04.2016","3.028,21","3.106,17","3.106,17","3.028,21","68,74M","-3,11%"
"28.04.2016","3.125,43","3.117,32","3.126,40","3.067,61","62,02M","-0,16%"
"27.04.2016","3.130,43","3.121,46","3.133,61","3.109,11","51,34M","0,29%"
"26.04.2016","3.121,29","3.119,94","3.148,44","3.108,88","53,16M","0,12%"
"25.04.2016","3.117,62","3.141,57","3.146,09","3.103,11","48,11M","-0,75%"
"22.04.2016","3.141,12","3.151,56","3.153,31","3.127,82","47,25M","-0,34%"
"21.04.2016","3.151,69","3.146,49","3.156,86","3.124,49","63,96M","0,29%"
"20.04.2016","3.142,52","3.111,06","3.147,19","3.095,63","54,84M","0,95%"
"19.04.2016","3.112,99","3.070,46","3.118,28","3.070,46","59,47M","1,60%"
"18.04.2016","3.064,03","3.050,00","3.071,67","3.006,03","48,03M","0,32%"
"15.04.2016","3.054,34","3.055,73","3.061,95","3.043,46","57,07M","-0,21%"
"14.04.2016","3.060,86","3.039,35","3.061,99","3.028,91","68,63M","0,71%"
"13.04.2016","3.039,19","2.956,82","3.039,19","2.956,82","82,83M","3,30%"
"12.04.2016","2.942,09","2.927,19","2.944,12","2.899,90","69,72M","0,61%"
"11.04.2016","2.924,23","2.910,75","2.946,37","2.883,46","60,27M","0,42%"
"08.04.2016","2.911,98","2.877,83","2.921,25","2.877,83","67,99M","1,41%"
"07.04.2016","2.871,57","2.910,83","2.924,70","2.860,32","58,94M","-1,30%"
"06.04.2016","2.909,36","2.894,73","2.911,56","2.882,21","58,77M","0,66%"
"05.04.2016","2.890,35","2.951,58","2.951,58","2.887,35","59,66M","-2,43%"
"04.04.2016","2.962,28","2.948,62","2.993,71","2.930,25","45,43M","0,30%"
"01.04.2016","2.953,28","2.984,36","2.984,36","2.916,96","66,52M","-1,72%"
"31.03.2016","3.004,93","3.038,73","3.038,73","2.998,70","65,05M","-1,29%"
"30.03.2016","3.044,10","3.013,70","3.062,71","3.013,70","52,07M","1,31%"
"29.03.2016","3.004,87","2.993,90","3.023,42","2.983,45","46,94M","0,61%"
"24.03.2016","2.986,73","3.036,02","3.036,02","2.985,06","45,58M","-1,83%"
"23.03.2016","3.042,42","3.055,77","3.076,20","3.024,34","44,78M","-0,29%"
"22.03.2016","3.051,23","3.034,35","3.051,23","2.997,11","43,50M","0,08%"
"21.03.2016","3.048,77","3.049,12","3.088,08","3.031,07","43,75M","-0,36%"
"18.03.2016","3.059,77","3.043,29","3.067,97","3.022,27","94,48M","0,55%"
"17.03.2016","3.043,10","3.087,31","3.089,58","2.990,37","82,55M","-0,62%"
"16.03.2016","3.062,05","3.069,29","3.087,72","3.045,53","54,06M","-0,17%"
"15.03.2016","3.067,21","3.084,33","3.084,33","3.053,49","58,45M","-0,80%"
"14.03.2016","3.091,98","3.082,09","3.116,32","3.079,77","64,95M","0,59%"
"11.03.2016","3.073,80","2.997,34","3.074,70","2.997,34","85,92M","3,47%"
"10.03.2016","2.970,78","3.017,80","3.128,71","2.970,78","123,88M","-1,51%"
"09.03.2016","3.016,18","3.003,81","3.047,38","3.001,96","55,11M","0,47%"
"08.03.2016","3.002,01","3.014,15","3.026,04","2.968,51","57,90M","-0,63%"
"07.03.2016","3.021,09","3.029,89","3.033,60","2.997,26","49,87M","-0,54%"
"04.03.2016","3.037,35","3.018,18","3.056,22","3.012,02","62,85M","0,81%"
"03.03.2016","3.012,87","3.023,79","3.027,70","2.996,72","54,55M","-0,31%"
"02.03.2016","3.022,14","2.999,19","3.030,63","2.994,51","62,96M","0,86%"
"01.03.2016","2.996,39","2.944,77","2.996,78","2.930,24","58,48M","1,72%"
"29.02.2016","2.945,75","2.911,24","2.946,74","2.879,60","51,49M","0,57%"
"26.02.2016","2.929,16","2.893,12","2.951,13","2.893,12","61,80M","1,80%"
"25.02.2016","2.877,42","2.832,56","2.892,82","2.832,56","52,77M","2,03%"
"24.02.2016","2.820,24","2.885,89","2.887,13","2.801,43","59,08M","-2,33%"
"23.02.2016","2.887,38","2.929,14","2.934,52","2.886,34","54,93M","-1,59%"
"22.02.2016","2.933,91","2.877,64","2.936,23","2.877,64","50,28M","2,19%"
"19.02.2016","2.871,05","2.895,06","2.903,32","2.844,32","67,68M","-0,83%"
"18.02.2016","2.895,15","2.909,49","2.936,32","2.883,53","68,06M","-0,09%"
"17.02.2016","2.897,72","2.823,67","2.900,70","2.822,32","61,94M","2,71%"
"16.02.2016","2.821,26","2.844,05","2.860,27","2.804,25","64,93M","-0,44%"
"15.02.2016","2.833,87","2.786,21","2.855,12","2.786,21","76,00M","2,82%"
"12.02.2016","2.756,16","2.689,98","2.756,16","2.689,98","92,48M","2,83%"
"11.02.2016","2.680,35","2.782,02","2.782,02","2.672,73","97,38M","-3,90%"
"10.02.2016","2.789,05","2.748,24","2.827,95","2.734,08","91,40M","1,92%"
"09.02.2016","2.736,50","2.789,28","2.809,41","2.710,89","102,97M","-1,75%"
"08.02.2016","2.785,17","2.885,56","2.894,47","2.772,70","80,51M","-3,27%"
"05.02.2016","2.879,39","2.908,00","2.932,85","2.869,92","87,01M","-0,89%"
"04.02.2016","2.905,30","2.906,82","2.936,12","2.866,19","79,57M","0,30%"
"03.02.2016","2.896,63","2.945,50","2.948,18","2.862,40","87,22M","-1,87%"
"02.02.2016","2.951,85","3.014,98","3.014,98","2.933,17","64,84M","-2,29%"
"01.02.2016","3.021,01","3.048,75","3.051,84","2.989,88","57,11M","-0,79%"
"29.01.2016","3.045,09","2.989,48","3.045,09","2.989,48","66,53M","2,20%"
"28.01.2016","2.979,42","3.037,03","3.055,38","2.955,86","76,67M","-2,10%"
"27.01.2016","3.043,47","3.024,83","3.043,47","2.997,71","54,90M","0,35%"
"26.01.2016","3.032,84","2.975,81","3.041,67","2.945,31","79,35M","1,03%"
"25.01.2016","3.001,78","3.029,45","3.037,12","2.987,95","57,38M","-0,71%"
"22.01.2016","3.023,21","2.949,94","3.046,29","2.949,94","81,75M","2,69%"
"21.01.2016","2.943,92","2.884,53","2.967,17","2.874,31","97,78M","2,13%"
"20.01.2016","2.882,59","2.947,84","2.947,84","2.855,44","86,32M","-3,28%"
"19.01.2016","2.980,49","2.956,59","3.008,51","2.956,59","65,54M","1,54%"
"18.01.2016","2.935,39","2.951,17","2.983,29","2.915,66","57,73M","-0,58%"
"15.01.2016","2.952,48","3.023,68","3.028,64","2.931,24","94,93M","-2,37%"
"14.01.2016","3.024,00","3.064,99","3.064,99","2.972,18","67,12M","-1,60%"
"13.01.2016","3.073,02","3.084,87","3.124,98","3.060,16","55,39M","0,27%"
"12.01.2016","3.064,66","3.026,70","3.099,54","3.019,68","54,51M","1,23%"
"11.01.2016","3.027,49","3.030,31","3.074,78","3.027,49","63,16M","-0,20%"
"08.01.2016","3.033,47","3.087,42","3.114,45","3.033,47","59,48M","-1,66%"
"07.01.2016","3.084,68","3.130,46","3.130,46","3.027,57","77,27M","-1,74%"
"06.01.2016","3.139,32","3.170,64","3.172,55","3.110,79","52,91M","-1,22%"
"05.01.2016","3.178,01","3.173,15","3.195,79","3.136,32","41,43M","0,42%"
"04.01.2016","3.164,76","3.266,01","3.266,01","3.147,88","57,98M","-3,14%"
"31.12.2015","3.267,52","3.287,49","3.287,49","3.267,52","19,16M","-0,62%"
"30.12.2015","3.287,98","3.309,88","3.313,31","3.285,75","23,59M","-0,79%"
"29.12.2015","3.314,28","3.269,69","3.314,28","3.269,69","25,02M","1,77%"
"28.12.2015","3.256,49","3.287,54","3.291,96","3.251,85","19,29M","-0,85%"
"24.12.2015","3.284,47","3.285,06","3.286,65","3.279,47","23,64M","-0,07%"
"23.12.2015","3.286,68","3.239,06","3.292,95","3.239,06","37,96M","2,25%"
"22.12.2015","3.214,32","3.224,49","3.243,77","3.187,38","35,57M","0,04%"
"21.12.2015","3.213,01","3.244,75","3.292,41","3.213,01","48,62M","-1,46%"
"18.12.2015","3.260,72","3.289,49","3.301,40","3.243,28","84,47M","-1,38%"
"17.12.2015","3.306,47","3.268,81","3.345,20","3.268,81","64,02M","1,84%"
"16.12.2015","3.246,78","3.245,40","3.278,24","3.227,28","51,75M","0,16%"
"15.12.2015","3.241,51","3.149,50","3.248,24","3.149,50","62,10M","3,26%"
"14.12.2015","3.139,24","3.210,83","3.243,98","3.137,28","57,53M","-2,00%"
"11.12.2015","3.203,21","3.262,07","3.267,51","3.189,93","55,58M","-2,04%"
"10.12.2015","3.269,97","3.268,54","3.288,08","3.246,96","45,09M","-0,22%"
"09.12.2015","3.277,21","3.299,82","3.316,44","3.262,68","46,77M","-0,61%"
"08.12.2015","3.297,46","3.359,02","3.359,02","3.282,81","46,77M","-1,87%"
"07.12.2015","3.360,21","3.334,57","3.394,93","3.334,57","38,04M","0,88%"
"04.12.2015","3.330,75","3.342,18","3.348,77","3.295,98","59,63M","-0,38%"
"03.12.2015","3.343,34","3.464,81","3.514,39","3.343,34","87,11M","-3,61%"
"02.12.2015","3.468,66","3.482,93","3.499,06","3.463,33","39,66M","-0,32%"
"01.12.2015","3.479,64","3.509,90","3.520,03","3.468,78","39,78M","-0,76%"
"30.11.2015","3.506,45","3.486,17","3.524,04","3.471,48","42,20M","0,50%"
"27.11.2015","3.488,99","3.491,67","3.512,46","3.473,40","34,86M","-0,28%"
"26.11.2015","3.498,62","3.458,40","3.507,46","3.455,01","31,16M","1,06%"
"25.11.2015","3.462,06","3.410,60","3.472,70","3.402,83","51,15M","1,54%"
"24.11.2015","3.409,60","3.440,57","3.440,57","3.375,84","43,20M","-1,04%"
"23.11.2015","3.445,26","3.449,64","3.457,69","3.422,93","34,73M","-0,21%"
"20.11.2015","3.452,45","3.452,11","3.469,19","3.426,78","46,93M","0,10%"
"19.11.2015","3.448,93","3.447,01","3.475,79","3.437,96","43,51M","0,50%"
"18.11.2015","3.431,92","3.449,08","3.449,08","3.414,90","44,94M","-0,58%"
"17.11.2015","3.451,94","3.371,12","3.451,94","3.371,12","44,03M","2,67%"
"16.11.2015","3.362,23","3.347,98","3.378,35","3.326,20","34,74M","0,05%"
"13.11.2015","3.360,65","3.385,52","3.393,26","3.326,82","44,53M","-0,80%"
"12.11.2015","3.387,70","3.445,75","3.459,72","3.381,05","52,96M","-1,76%"
"11.11.2015","3.448,42","3.426,30","3.469,49","3.426,30","41,84M","0,67%"
"10.11.2015","3.425,40","3.426,70","3.438,27","3.393,69","38,65M","0,21%"
"09.11.2015","3.418,36","3.467,79","3.474,33","3.417,02","40,28M","-1,44%"
"06.11.2015","3.468,21","3.440,34","3.485,55","3.424,00","54,73M","0,60%"
"05.11.2015","3.447,49","3.441,92","3.475,51","3.421,27","47,88M","0,24%"
"04.11.2015","3.439,16","3.451,47","3.472,68","3.435,51","54,82M","-0,10%"
"03.11.2015","3.442,68","3.433,42","3.444,17","3.415,11","56,41M","0,24%"
"02.11.2015","3.434,50","3.404,38","3.446,73","3.382,82","39,14M","0,48%"
"30.10.2015","3.418,23","3.415,90","3.426,87","3.392,34","49,07M","0,14%"
"29.10.2015","3.413,39","3.427,79","3.435,12","3.387,69","58,03M","-0,23%"
"28.10.2015","3.421,09","3.383,77","3.429,55","3.383,77","38,54M","1,19%"
"27.10.2015","3.381,01","3.410,41","3.417,02","3.381,01","40,08M","-0,98%"
"26.10.2015","3.414,60","3.422,41","3.433,72","3.402,39","38,10M","-0,33%"
"23.10.2015","3.425,81","3.374,25","3.450,61","3.374,25","62,26M","2,17%"
"22.10.2015","3.353,11","3.269,47","3.362,61","3.258,39","61,26M","2,47%"
"21.10.2015","3.272,23","3.263,18","3.282,96","3.237,56","38,37M","0,51%"
"20.10.2015","3.255,72","3.273,67","3.281,37","3.239,49","40,75M","-0,50%"
"19.10.2015","3.272,04","3.263,68","3.294,43","3.258,55","34,95M","0,22%"
"16.10.2015","3.264,93","3.242,68","3.272,62","3.242,68","46,22M","0,81%"
"15.10.2015","3.238,81","3.203,68","3.245,03","3.203,68","44,97M","1,48%"
"14.10.2015","3.191,57","3.217,06","3.226,55","3.178,43","45,50M","-0,92%"
"13.10.2015","3.221,28","3.239,33","3.239,33","3.192,00","43,97M","-0,80%"
"12.10.2015","3.247,33","3.251,47","3.264,49","3.230,03","36,40M","-0,09%"
"09.10.2015","3.250,31","3.244,41","3.269,58","3.240,95","49,43M","0,79%"
"08.10.2015","3.224,96","3.223,53","3.233,98","3.204,53","45,30M","-0,04%"
"07.10.2015","3.226,40","3.233,31","3.270,64","3.217,45","58,58M","0,20%"
"06.10.2015","3.220,09","3.189,50","3.234,43","3.166,51","44,95M","0,93%"
"05.10.2015","3.190,39","3.111,35","3.202,13","3.111,35","56,51M","3,31%"
"02.10.2015","3.088,18","3.077,06","3.127,28","3.036,17","58,38M","0,62%"
"01.10.2015","3.069,05","3.113,01","3.142,73","3.057,82","53,54M","-1,02%"
"30.09.2015","3.100,67","3.043,41","3.117,45","3.043,41","55,26M","2,34%"
"29.09.2015","3.029,86","3.006,46","3.056,70","2.987,47","55,17M","-0,32%"
"28.09.2015","3.039,44","3.103,43","3.111,42","3.030,15","50,33M","-2,37%"
"25.09.2015","3.113,16","3.056,57","3.130,17","3.056,57","64,14M","3,11%"
"24.09.2015","3.019,34","3.078,90","3.101,06","2.996,64","71,06M","-1,97%"
"23.09.2015","3.079,99","3.076,26","3.123,59","3.058,61","59,56M","0,13%"
"22.09.2015","3.076,05","3.185,02","3.185,65","3.069,36","69,60M","-3,41%"
"21.09.2015","3.184,72","3.158,92","3.199,04","3.147,90","48,43M","0,87%"
"18.09.2015","3.157,30","3.237,50","3.237,50","3.139,99","115,66M","-3,03%"
"17.09.2015","3.255,79","3.260,22","3.266,93","3.241,28","49,71M","0,12%"
"16.09.2015","3.251,79","3.232,07","3.259,49","3.232,07","52,82M","1,38%"
"15.09.2015","3.207,60","3.181,88","3.224,22","3.158,51","55,60M","1,01%"
"14.09.2015","3.175,62","3.192,51","3.221,44","3.171,56","42,60M","-0,39%"
"11.09.2015","3.187,94","3.231,81","3.233,48","3.182,36","47,88M","-1,03%"
"10.09.2015","3.221,14","3.244,21","3.266,72","3.210,24","52,52M","-1,49%"
"09.09.2015","3.269,98","3.281,28","3.326,86","3.269,98","53,45M","1,12%"
"08.09.2015","3.233,84","3.214,39","3.275,61","3.214,39","45,59M","1,12%"
"07.09.2015","3.197,97","3.202,25","3.225,46","3.185,93","31,23M","0,56%"
