"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"04.09.2015","3.180,25","3.247,35","3.247,35","3.159,89","71,94M","-2,75%"
"03.09.2015","3.270,09","3.223,29","3.296,32","3.222,85","61,69M","2,23%"
"02.09.2015","3.198,86","3.196,05","3.230,61","3.168,82","54,11M","0,32%"
"01.09.2015","3.188,73","3.238,95","3.238,95","3.161,16","63,54M","-2,47%"
"31.08.2015","3.269,63","3.265,92","3.277,78","3.237,73","35,79M","-0,52%"
"28.08.2015","3.286,59","3.285,58","3.290,18","3.252,52","43,96M","0,18%"
"27.08.2015","3.280,78","3.220,11","3.301,14","3.220,11","67,41M","3,47%"
"26.08.2015","3.170,73","3.187,36","3.224,52","3.124,77","72,06M","-1,47%"
"25.08.2015","3.218,01","3.105,52","3.237,52","3.105,48","106,71M","4,71%"
"24.08.2015","3.073,39","3.174,93","3.186,40","2.973,16","143,94M","-5,35%"
"21.08.2015","3.247,26","3.319,35","3.352,76","3.247,26","75,66M","-3,17%"
"20.08.2015","3.353,48","3.418,11","3.426,18","3.347,13","59,01M","-2,23%"
"19.08.2015","3.429,84","3.474,91","3.479,40","3.429,84","42,60M","-1,88%"
"18.08.2015","3.495,38","3.494,30","3.510,65","3.480,14","32,01M","-0,07%"
"17.08.2015","3.497,90","3.509,37","3.537,10","3.456,61","39,87M","0,20%"
"14.08.2015","3.491,03","3.516,76","3.539,09","3.476,35","36,74M","-0,71%"
"13.08.2015","3.516,15","3.519,51","3.554,44","3.508,65","45,39M","0,91%"
"12.08.2015","3.484,41","3.579,86","3.579,86","3.473,20","66,15M","-3,35%"
"11.08.2015","3.605,28","3.666,93","3.666,93","3.602,26","41,56M","-1,90%"
"10.08.2015","3.674,94","3.650,49","3.678,20","3.622,33","30,11M","1,02%"
"07.08.2015","3.637,80","3.662,63","3.666,22","3.636,56","34,95M","-0,84%"
"06.08.2015","3.668,47","3.669,44","3.686,57","3.662,52","38,89M","-0,23%"
"05.08.2015","3.676,75","3.627,28","3.680,71","3.627,28","55,14M","1,59%"
"04.08.2015","3.619,31","3.630,65","3.630,65","3.602,35","53,90M","-0,44%"
"03.08.2015","3.635,40","3.599,21","3.641,22","3.587,98","42,89M","0,96%"
"31.07.2015","3.600,69","3.590,56","3.600,69","3.557,69","52,49M","0,47%"
"30.07.2015","3.583,79","3.595,09","3.599,63","3.553,98","53,19M","0,23%"
"29.07.2015","3.575,53","3.565,14","3.583,10","3.545,80","44,36M","0,60%"
"28.07.2015","3.554,11","3.531,71","3.568,02","3.523,45","43,11M","1,17%"
"27.07.2015","3.513,10","3.587,95","3.587,95","3.513,10","58,01M","-2,41%"
"24.07.2015","3.600,00","3.629,14","3.652,92","3.597,57","41,01M","-0,95%"
"23.07.2015","3.634,64","3.657,36","3.663,85","3.620,89","37,90M","-0,03%"
"22.07.2015","3.635,58","3.629,53","3.648,89","3.623,76","40,57M","-0,34%"
"21.07.2015","3.647,96","3.689,62","3.696,54","3.640,30","40,57M","-1,05%"
"20.07.2015","3.686,58","3.673,00","3.714,26","3.673,00","40,76M","0,44%"
"17.07.2015","3.670,34","3.683,39","3.688,22","3.662,22","45,09M","-0,17%"
"16.07.2015","3.676,41","3.638,78","3.696,43","3.638,78","57,87M","1,45%"
"15.07.2015","3.623,87","3.605,21","3.629,46","3.597,10","45,22M","0,46%"
"14.07.2015","3.607,19","3.588,42","3.607,19","3.571,72","48,36M","0,47%"
"13.07.2015","3.590,43","3.562,39","3.600,25","3.561,80","67,68M","1,75%"
"10.07.2015","3.528,81","3.474,16","3.536,90","3.474,16","76,85M","3,18%"
"09.07.2015","3.420,03","3.337,17","3.433,83","3.337,17","62,12M","2,78%"
"08.07.2015","3.327,50","3.297,81","3.345,95","3.292,60","65,23M","1,01%"
"07.07.2015","3.294,19","3.369,98","3.378,68","3.291,39","72,79M","-2,11%"
"06.07.2015","3.365,20","3.405,71","3.410,89","3.358,60","80,11M","-2,22%"
"03.07.2015","3.441,76","3.462,76","3.469,55","3.422,89","41,50M","-0,62%"
"02.07.2015","3.463,25","3.503,11","3.510,02","3.461,14","46,50M","-0,94%"
"01.07.2015","3.496,28","3.444,20","3.532,88","3.437,98","71,98M","2,10%"
"30.06.2015","3.424,30","3.460,85","3.495,01","3.416,51","83,13M","-1,29%"
"29.06.2015","3.468,90","3.544,29","3.544,29","3.449,14","96,49M","-4,21%"
"26.06.2015","3.621,37","3.588,86","3.642,85","3.569,58","55,08M","0,29%"
"25.06.2015","3.610,91","3.590,56","3.651,01","3.577,74","71,19M","-0,00%"
"24.06.2015","3.610,95","3.628,11","3.638,19","3.580,56","61,44M","-0,41%"
"23.06.2015","3.625,97","3.620,02","3.651,31","3.613,51","65,06M","0,83%"
"22.06.2015","3.596,07","3.497,09","3.601,88","3.497,09","84,09M","4,06%"
"19.06.2015","3.455,80","3.453,60","3.498,38","3.446,50","92,70M","0,16%"
"18.06.2015","3.450,45","3.421,65","3.451,72","3.374,18","69,91M","0,63%"
"17.06.2015","3.428,76","3.453,43","3.469,59","3.416,83","47,73M","-0,73%"
"16.06.2015","3.454,09","3.419,03","3.465,08","3.386,54","57,61M","0,47%"
"15.06.2015","3.438,07","3.479,78","3.479,78","3.426,76","49,56M","-1,85%"
"12.06.2015","3.502,77","3.545,09","3.557,89","3.465,76","52,16M","-1,38%"
"11.06.2015","3.551,91","3.519,27","3.589,33","3.514,68","56,20M","0,72%"
"10.06.2015","3.526,48","3.443,13","3.540,35","3.430,97","54,66M","2,02%"
"09.06.2015","3.456,79","3.463,18","3.475,58","3.410,23","57,62M","-0,33%"
"08.06.2015","3.468,31","3.498,97","3.515,86","3.468,31","44,20M","-1,19%"
"05.06.2015","3.510,01","3.532,24","3.539,82","3.494,68","58,48M","-1,30%"
"04.06.2015","3.556,38","3.571,26","3.595,69","3.509,72","62,35M","-0,77%"
"03.06.2015","3.583,82","3.569,79","3.622,52","3.555,53","53,96M","0,62%"
"02.06.2015","3.561,89","3.588,70","3.590,51","3.532,01","54,88M","-0,37%"
"01.06.2015","3.575,04","3.582,08","3.602,21","3.552,73","43,50M","0,12%"
"29.05.2015","3.570,78","3.651,36","3.656,99","3.569,76","71,62M","-2,19%"
"28.05.2015","3.650,71","3.667,26","3.672,18","3.622,92","42,19M","-0,87%"
"27.05.2015","3.682,87","3.632,01","3.690,57","3.618,86","65,79M","1,76%"
"26.05.2015","3.619,30","3.655,37","3.675,17","3.604,90","62,49M","-0,99%"
"25.05.2015","3.655,41","3.677,21","3.677,21","3.646,24","23,86M","-0,64%"
"22.05.2015","3.679,14","3.686,63","3.691,42","3.669,13","35,37M","-0,26%"
"21.05.2015","3.688,72","3.676,42","3.689,02","3.660,02","42,24M","0,14%"
"20.05.2015","3.683,48","3.668,49","3.688,39","3.651,90","44,18M","0,35%"
"19.05.2015","3.670,52","3.610,24","3.675,07","3.610,24","62,80M","2,27%"
"18.05.2015","3.589,22","3.571,49","3.595,33","3.531,23","52,78M","0,45%"
"15.05.2015","3.573,07","3.609,65","3.627,27","3.554,85","64,21M","-0,81%"
"14.05.2015","3.602,22","3.544,93","3.610,61","3.512,75","61,11M","1,37%"
"13.05.2015","3.553,42","3.581,35","3.614,54","3.539,67","68,98M","-0,55%"
"12.05.2015","3.573,10","3.608,94","3.608,94","3.543,27","75,79M","-1,42%"
"11.05.2015","3.624,41","3.635,81","3.635,81","3.606,59","53,53M","-0,69%"
"08.05.2015","3.649,48","3.570,69","3.649,79","3.564,07","68,33M","2,62%"
"07.05.2015","3.556,21","3.538,02","3.567,08","3.484,07","72,38M","-0,05%"
"06.05.2015","3.558,03","3.546,59","3.585,36","3.527,50","66,16M","0,32%"
"05.05.2015","3.546,56","3.628,53","3.666,47","3.544,16","69,97M","-2,38%"
"04.05.2015","3.632,94","3.615,30","3.654,82","3.584,13","47,13M","0,48%"
"01.05.2015","3.615,59","3.615,59","3.615,59","3.615,59","78,91M","0,00%"
"30.04.2015","3.615,59","3.609,51","3.641,77","3.577,69","78,91M","-0,04%"
"29.04.2015","3.617,11","3.719,45","3.734,62","3.612,29","69,85M","-2,65%"
"28.04.2015","3.715,42","3.765,25","3.768,58","3.694,41","57,39M","-1,49%"
"27.04.2015","3.771,45","3.715,98","3.782,29","3.675,24","62,56M","1,55%"
"24.04.2015","3.713,96","3.707,00","3.739,11","3.687,52","64,00M","0,43%"
"23.04.2015","3.697,88","3.725,68","3.736,97","3.669,22","55,30M","-0,71%"
"22.04.2015","3.724,49","3.727,10","3.750,10","3.685,19","65,64M","0,14%"
"21.04.2015","3.719,38","3.727,15","3.757,12","3.707,47","65,78M","0,04%"
"20.04.2015","3.718,04","3.682,32","3.718,20","3.682,32","48,33M","1,20%"
"17.04.2015","3.674,05","3.748,09","3.758,52","3.668,88","88,78M","-2,07%"
"16.04.2015","3.751,72","3.801,38","3.801,38","3.749,16","65,50M","-1,36%"
"15.04.2015","3.803,55","3.790,56","3.816,32","3.786,36","55,85M","0,50%"
"14.04.2015","3.784,53","3.820,13","3.822,92","3.766,81","67,95M","-1,16%"
"13.04.2015","3.828,78","3.813,96","3.836,28","3.807,73","39,73M","0,31%"
"10.04.2015","3.816,76","3.790,26","3.816,76","3.789,64","52,68M","0,92%"
"09.04.2015","3.781,79","3.752,66","3.781,79","3.751,19","41,59M","1,05%"
"08.04.2015","3.742,63","3.764,60","3.774,09","3.736,32","46,49M","-0,69%"
"07.04.2015","3.768,72","3.729,27","3.778,74","3.729,27","57,74M","1,44%"
"02.04.2015","3.715,27","3.713,74","3.723,34","3.705,65","39,92M","0,01%"
"01.04.2015","3.714,89","3.688,18","3.748,63","3.675,29","60,29M","0,47%"
"31.03.2015","3.697,38","3.724,36","3.738,41","3.688,55","60,91M","-0,82%"
"30.03.2015","3.727,80","3.689,39","3.730,90","3.689,39","51,67M","1,33%"
"27.03.2015","3.679,03","3.677,71","3.694,46","3.657,78","52,16M","0,25%"
"26.03.2015","3.669,79","3.664,15","3.669,79","3.616,75","65,85M","-0,39%"
"25.03.2015","3.684,04","3.724,75","3.730,80","3.680,15","49,48M","-1,27%"
"24.03.2015","3.731,35","3.690,92","3.742,42","3.677,31","61,65M","0,87%"
"23.03.2015","3.699,04","3.718,45","3.718,45","3.688,73","52,86M","-0,73%"
"20.03.2015","3.726,07","3.676,14","3.738,20","3.672,60","112,47M","1,51%"
"19.03.2015","3.670,73","3.666,35","3.690,63","3.646,29","67,18M","0,06%"
"18.03.2015","3.668,52","3.673,97","3.680,57","3.643,13","67,34M","-0,10%"
"17.03.2015","3.672,16","3.708,04","3.714,02","3.654,53","56,45M","-0,93%"
"16.03.2015","3.706,75","3.664,53","3.715,36","3.664,53","65,53M","1,38%"
"13.03.2015","3.656,21","3.649,46","3.656,21","3.628,14","50,10M","0,41%"
"12.03.2015","3.641,32","3.646,35","3.653,38","3.635,77","59,50M","-0,23%"
"11.03.2015","3.649,54","3.574,98","3.653,94","3.574,98","60,39M","2,31%"
"10.03.2015","3.567,25","3.605,81","3.610,83","3.552,43","58,29M","-1,19%"
"09.03.2015","3.610,28","3.604,13","3.614,58","3.585,12","51,56M","-0,20%"
"06.03.2015","3.617,62","3.615,00","3.635,93","3.611,10","50,60M","-0,02%"
"05.03.2015","3.618,21","3.590,10","3.626,06","3.589,20","54,24M","0,97%"
"04.03.2015","3.583,44","3.555,91","3.583,44","3.533,40","53,12M","0,97%"
"03.03.2015","3.549,11","3.595,36","3.604,75","3.546,29","54,06M","-1,17%"
"02.03.2015","3.591,09","3.594,25","3.607,97","3.577,51","60,91M","-0,22%"
"27.02.2015","3.599,00","3.574,33","3.599,00","3.563,15","70,14M","0,67%"
"26.02.2015","3.574,94","3.542,21","3.576,34","3.537,19","66,86M","0,94%"
"25.02.2015","3.541,78","3.544,81","3.549,03","3.529,12","50,93M","-0,15%"
"24.02.2015","3.547,10","3.523,99","3.555,31","3.510,45","57,47M","0,78%"
"23.02.2015","3.519,58","3.510,81","3.529,01","3.498,27","51,25M","0,83%"
"20.02.2015","3.490,53","3.483,58","3.495,30","3.454,81","70,99M","0,07%"
"19.02.2015","3.488,08","3.459,49","3.493,67","3.439,18","68,57M","0,64%"
"18.02.2015","3.465,80","3.450,12","3.473,58","3.450,12","59,66M","0,80%"
"17.02.2015","3.438,44","3.420,93","3.443,83","3.381,29","55,05M","0,15%"
"16.02.2015","3.433,30","3.445,44","3.446,52","3.431,29","38,85M","-0,41%"
"13.02.2015","3.447,59","3.428,90","3.462,27","3.428,90","72,64M","0,88%"
"12.02.2015","3.417,61","3.371,57","3.433,51","3.365,25","79,19M","1,29%"
"11.02.2015","3.374,14","3.384,28","3.389,92","3.361,47","58,45M","-0,27%"
"10.02.2015","3.383,13","3.353,84","3.401,13","3.335,82","64,66M","1,06%"
"09.02.2015","3.347,75","3.371,51","3.371,51","3.321,59","64,84M","-1,48%"
"06.02.2015","3.398,16","3.404,94","3.408,88","3.383,75","47,76M","-0,32%"
"05.02.2015","3.408,96","3.393,62","3.410,52","3.376,75","59,39M","-0,19%"
"04.02.2015","3.415,53","3.416,80","3.422,04","3.389,20","66,53M","0,04%"
"03.02.2015","3.414,18","3.386,55","3.426,67","3.386,55","83,53M","1,31%"
"02.02.2015","3.370,11","3.356,13","3.370,81","3.327,08","69,41M","0,56%"
"30.01.2015","3.351,44","3.386,59","3.392,70","3.332,39","75,03M","-0,60%"
"29.01.2015","3.371,83","3.341,18","3.373,18","3.326,38","67,76M","0,38%"
"28.01.2015","3.358,96","3.384,21","3.393,93","3.333,36","70,37M","-0,40%"
"27.01.2015","3.372,58","3.413,33","3.413,33","3.353,13","66,71M","-1,22%"
"26.01.2015","3.414,28","3.372,03","3.417,46","3.362,63","61,67M","0,94%"
"23.01.2015","3.382,55","3.345,45","3.412,76","3.345,45","104,51M","1,80%"
"22.01.2015","3.322,65","3.270,40","3.332,51","3.261,85","112,40M","1,62%"
"21.01.2015","3.269,73","3.253,45","3.269,73","3.210,95","80,14M","0,76%"
"20.01.2015","3.244,92","3.229,34","3.257,65","3.226,74","79,04M","0,75%"
"19.01.2015","3.220,90","3.208,62","3.238,06","3.198,36","58,01M","0,58%"
"16.01.2015","3.202,24","3.147,53","3.208,30","3.133,90","83,01M","1,42%"
"15.01.2015","3.157,36","3.112,37","3.169,19","3.020,54","99,06M","2,19%"
"14.01.2015","3.089,67","3.108,34","3.148,26","3.077,24","86,60M","-1,41%"
"13.01.2015","3.133,86","3.069,82","3.146,54","3.065,37","70,76M","1,61%"
"12.01.2015","3.084,18","3.055,66","3.096,91","3.033,34","72,87M","1,36%"
"09.01.2015","3.042,90","3.128,42","3.128,42","3.021,23","123,51M","-2,94%"
"08.01.2015","3.135,08","3.051,26","3.139,92","3.051,26","76,46M","3,58%"
"07.01.2015","3.026,79","3.019,47","3.055,87","3.002,78","67,36M","0,63%"
"06.01.2015","3.007,91","3.033,44","3.061,19","2.998,53","67,02M","-0,50%"
"05.01.2015","3.023,14","3.126,81","3.150,09","3.020,79","77,46M","-3,70%"
"02.01.2015","3.139,44","3.169,75","3.177,04","3.114,76","41,97M","-0,22%"
"31.12.2014","3.146,43","3.140,24","3.146,48","3.139,22","24,26M","0,33%"
"30.12.2014","3.135,95","3.171,20","3.171,20","3.135,95","31,96M","-1,55%"
"29.12.2014","3.185,17","3.188,50","3.188,50","3.131,87","48,75M","0,02%"
"24.12.2014","3.184,66","3.188,69","3.191,24","3.183,43","26,49M","-0,24%"
"23.12.2014","3.192,47","3.162,27","3.192,47","3.151,97","38,24M","1,19%"
"22.12.2014","3.154,91","3.150,31","3.176,33","3.141,17","40,73M","0,43%"
"19.12.2014","3.141,28","3.170,86","3.182,36","3.111,37","119,39M","-0,40%"
"18.12.2014","3.153,77","3.080,46","3.153,77","3.080,46","93,44M","3,33%"
"17.12.2014","3.051,99","3.021,16","3.065,80","3.004,20","77,24M","0,07%"
"16.12.2014","3.049,99","2.994,06","3.050,79","2.921,73","140,82M","2,25%"
"15.12.2014","2.982,90","3.063,76","3.093,98","2.980,90","84,49M","-2,75%"
"12.12.2014","3.067,32","3.146,07","3.146,07","3.065,41","71,32M","-2,91%"
"11.12.2014","3.159,11","3.146,65","3.176,87","3.131,36","65,11M","0,26%"
"10.12.2014","3.150,95","3.171,35","3.199,17","3.140,20","69,95M","-0,37%"
"09.12.2014","3.162,77","3.229,21","3.229,21","3.162,48","88,50M","-2,62%"
"08.12.2014","3.247,99","3.266,90","3.272,79","3.247,99","49,41M","-0,90%"
"05.12.2014","3.277,38","3.210,22","3.278,63","3.210,22","77,72M","2,70%"
"04.12.2014","3.191,25","3.253,89","3.273,00","3.186,06","88,26M","-1,74%"
"03.12.2014","3.247,72","3.238,94","3.257,71","3.235,67","52,38M","0,29%"
"02.12.2014","3.238,35","3.241,04","3.261,69","3.223,44","54,63M","0,17%"
"01.12.2014","3.232,91","3.228,68","3.240,09","3.213,46","61,39M","-0,55%"
"28.11.2014","3.250,93","3.241,45","3.250,93","3.223,11","54,82M","0,19%"
"27.11.2014","3.244,92","3.228,84","3.248,91","3.222,85","46,31M","0,58%"
"26.11.2014","3.226,08","3.228,05","3.243,89","3.217,33","48,57M","-0,00%"
"25.11.2014","3.226,15","3.210,67","3.248,18","3.207,20","73,91M","0,45%"
"24.11.2014","3.211,70","3.197,53","3.236,24","3.193,38","76,24M","0,55%"
"21.11.2014","3.194,22","3.107,05","3.195,40","3.107,05","105,23M","2,97%"
"20.11.2014","3.102,21","3.120,76","3.120,90","3.075,55","67,29M","-0,67%"
"19.11.2014","3.123,12","3.121,21","3.140,38","3.110,92","56,33M","0,09%"
"18.11.2014","3.120,42","3.087,63","3.124,48","3.085,19","54,61M","1,16%"
"17.11.2014","3.084,79","3.044,81","3.093,88","3.031,26","61,31M","0,81%"
"14.11.2014","3.059,99","3.064,32","3.068,43","3.031,25","56,95M","0,10%"
"13.11.2014","3.056,80","3.059,85","3.078,15","3.026,41","65,36M","0,31%"
"12.11.2014","3.047,30","3.096,24","3.099,65","3.042,76","77,77M","-1,85%"
"11.11.2014","3.104,59","3.096,97","3.118,49","3.090,98","65,08M","0,32%"
"10.11.2014","3.094,60","3.060,98","3.094,69","3.050,38","52,33M","0,97%"
"07.11.2014","3.064,92","3.106,84","3.111,41","3.043,43","68,74M","-1,20%"
"06.11.2014","3.102,07","3.081,64","3.142,60","3.067,60","79,94M","0,34%"
"05.11.2014","3.091,54","3.059,12","3.094,79","3.046,64","62,18M","1,89%"
"04.11.2014","3.034,24","3.077,04","3.098,24","3.028,33","67,34M","-1,56%"
"03.11.2014","3.082,32","3.107,80","3.117,04","3.075,60","56,32M","-1,00%"
"31.10.2014","3.113,32","3.067,58","3.120,19","3.064,63","80,21M","2,55%"
"30.10.2014","3.035,90","3.030,76","3.049,96","2.965,57","80,64M","0,45%"
"29.10.2014","3.022,42","3.044,52","3.052,43","3.017,54","63,74M","-0,45%"
"28.10.2014","3.036,15","3.018,21","3.043,15","3.012,57","55,77M","1,24%"
"27.10.2014","2.998,84","3.052,23","3.062,04","2.976,29","81,46M","-1,04%"
"24.10.2014","3.030,37","3.033,58","3.043,94","3.016,48","61,55M","-0,46%"
"23.10.2014","3.044,30","2.999,63","3.051,49","2.972,11","74,47M","1,19%"
"22.10.2014","3.008,53","2.995,06","3.008,81","2.971,89","70,06M","0,57%"
"21.10.2014","2.991,46","2.918,40","2.991,46","2.906,04","81,33M","2,19%"
"20.10.2014","2.927,30","2.957,24","2.957,24","2.907,46","73,01M","-1,18%"
"17.10.2014","2.962,24","2.880,14","2.966,15","2.872,53","112,90M","3,05%"
"16.10.2014","2.874,65","2.911,14","2.926,82","2.789,63","159,04M","-0,62%"
"15.10.2014","2.892,55","3.001,05","3.005,38","2.888,94","101,78M","-3,61%"
"14.10.2014","3.000,99","2.982,95","3.008,93","2.947,49","71,86M","0,09%"
"13.10.2014","2.998,32","2.970,21","3.017,25","2.963,92","62,29M","0,23%"
"10.10.2014","2.991,50","3.030,52","3.034,87","2.987,00","76,60M","-1,67%"
"09.10.2014","3.042,45","3.071,34","3.090,45","3.028,32","73,46M","-0,36%"
"08.10.2014","3.053,31","3.073,47","3.087,11","3.043,83","63,06M","-0,93%"
"07.10.2014","3.082,10","3.128,89","3.128,89","3.082,10","59,56M","-1,80%"
"06.10.2014","3.138,67","3.149,62","3.169,86","3.133,71","47,56M","0,17%"
"03.10.2014","3.133,37","3.125,27","3.140,13","3.116,73","52,12M","0,87%"
"02.10.2014","3.106,42","3.190,03","3.197,45","3.106,42","91,22M","-2,77%"
"01.10.2014","3.195,08","3.217,81","3.236,58","3.188,86","58,01M","-0,96%"
"30.09.2014","3.225,93","3.199,44","3.236,59","3.191,80","61,58M","1,22%"
"29.09.2014","3.186,95","3.218,39","3.223,07","3.167,46","47,50M","-1,01%"
"26.09.2014","3.219,58","3.205,34","3.231,27","3.188,39","48,24M","0,54%"
"25.09.2014","3.202,31","3.242,07","3.259,23","3.192,75","64,69M","-1,29%"
"24.09.2014","3.244,01","3.209,62","3.245,04","3.192,01","54,32M","1,19%"
"23.09.2014","3.205,93","3.253,00","3.253,00","3.201,84","53,78M","-1,58%"
"22.09.2014","3.257,48","3.262,52","3.274,36","3.252,73","45,03M","-0,48%"
"19.09.2014","3.273,25","3.287,30","3.301,15","3.266,62","92,20M","0,06%"
"18.09.2014","3.271,37","3.239,23","3.273,44","3.236,96","56,02M","1,05%"
"17.09.2014","3.237,44","3.233,43","3.246,01","3.229,45","47,51M","0,49%"
"16.09.2014","3.221,73","3.229,17","3.229,17","3.206,71","42,73M","-0,31%"
"15.09.2014","3.231,70","3.228,67","3.239,76","3.219,80","36,63M","-0,10%"
"12.09.2014","3.235,07","3.243,27","3.245,07","3.221,19","35,53M","-0,08%"
"11.09.2014","3.237,76","3.252,39","3.255,12","3.216,27","45,40M","-0,20%"
"10.09.2014","3.244,16","3.241,34","3.248,02","3.225,68","43,23M","-0,04%"
"09.09.2014","3.245,43","3.260,34","3.268,24","3.242,07","38,58M","-0,68%"
"08.09.2014","3.267,54","3.276,20","3.278,56","3.255,32","36,11M","-0,24%"
"05.09.2014","3.275,25","3.275,66","3.284,83","3.258,59","63,19M","-0,06%"
"04.09.2014","3.277,25","3.209,10","3.286,59","3.201,44","100,38M","1,81%"
"03.09.2014","3.218,84","3.190,74","3.233,99","3.190,74","62,19M","1,21%"
"02.09.2014","3.180,29","3.180,89","3.198,77","3.174,88","36,46M","0,17%"
"01.09.2014","3.175,05","3.175,56","3.182,00","3.158,27","27,38M","0,08%"
"29.08.2014","3.172,63","3.171,70","3.186,16","3.139,10","39,08M","0,26%"
"28.08.2014","3.164,44","3.190,85","3.191,46","3.154,72","45,57M","-0,94%"
"27.08.2014","3.194,45","3.194,06","3.202,85","3.182,48","39,05M","-0,10%"
"26.08.2014","3.197,54","3.160,37","3.198,39","3.151,78","45,63M","1,01%"
"25.08.2014","3.165,47","3.123,56","3.165,47","3.123,56","34,96M","2,16%"
"22.08.2014","3.098,50","3.123,90","3.127,80","3.084,02","40,30M","-0,83%"
"21.08.2014","3.124,56","3.085,71","3.124,56","3.075,57","43,87M","1,33%"
"20.08.2014","3.083,50","3.086,31","3.092,15","3.065,16","29,64M","-0,25%"
"19.08.2014","3.091,11","3.079,12","3.095,17","3.079,12","31,39M","0,57%"
"18.08.2014","3.073,45","3.056,65","3.081,71","3.056,65","37,15M","1,32%"
"15.08.2014","3.033,52","3.063,28","3.093,74","3.028,61","50,60M","-0,81%"
"14.08.2014","3.058,16","3.048,67","3.072,27","3.032,05","44,60M","0,07%"
"13.08.2014","3.056,17","3.032,35","3.062,24","3.032,35","38,85M","1,07%"
"12.08.2014","3.023,77","3.042,79","3.051,24","3.017,64","43,15M","-0,78%"
"11.08.2014","3.047,56","3.019,44","3.053,52","3.019,44","42,84M","1,35%"
"08.08.2014","3.006,83","3.001,42","3.025,66","2.977,52","64,68M","-0,20%"
"07.08.2014","3.012,88","3.049,41","3.060,37","3.008,33","70,28M","-1,23%"
"06.08.2014","3.050,37","3.062,21","3.062,21","3.018,26","68,87M","-0,71%"
"05.08.2014","3.072,20","3.080,80","3.095,13","3.061,28","57,28M","0,06%"
"04.08.2014","3.070,46","3.082,59","3.094,91","3.061,85","46,29M","-0,07%"
"01.08.2014","3.072,57","3.118,83","3.118,83","3.064,60","72,84M","-1,38%"
"31.07.2014","3.115,51","3.174,40","3.178,76","3.109,26","65,22M","-1,70%"
"30.07.2014","3.169,23","3.184,79","3.210,67","3.163,63","44,44M","-0,67%"
"29.07.2014","3.190,54","3.176,10","3.206,06","3.163,69","41,74M","0,60%"
